기록시작
2022-01-03 15:39:45.552027	22746.15913074174값 생성
2022-01-03 15:39:45.552027	213649.93752986705값 생성
2022-01-03 15:39:45.552027	740278.2513087742값 생성
2022-01-03 15:39:45.552027	680172.796010523값 생성
2022-01-03 15:39:45.552027	541711.4222556864값 생성
2022-01-03 15:39:45.552027	565518.8090187766값 생성
2022-01-03 15:39:45.552027	86672.01760063348값 생성
2022-01-03 15:39:45.552027	18835.8194395174값 생성
2022-01-03 15:39:45.552027	421706.49313285813값 생성
2022-01-03 15:39:45.552027	891688.1172863074값 생성
2022-01-03 15:40:50.921941	429262.2481721542값 생성
2022-01-03 15:40:50.921941	474997.78449442034값 생성
2022-01-03 15:40:50.921941	712492.8938763429값 생성
2022-01-03 15:40:50.921941	333241.8972644429값 생성
2022-01-03 15:40:50.921941	999491.9225778477값 생성
2022-01-03 15:40:50.922178	718068.1857417108값 생성
2022-01-03 15:40:50.922178	681756.325295111값 생성
2022-01-03 15:40:50.922178	154738.04389337497값 생성
2022-01-03 15:40:50.922178	232859.77476871756값 생성
2022-01-03 15:40:50.922178	498712.5282882915값 생성
2022-01-03 15:40:50.922178	96589.96003343523값 생성
2022-01-03 15:40:50.922178	241682.43279825864값 생성
2022-01-03 15:40:50.922178	369613.0788915194값 생성
2022-01-03 15:40:50.922178	724517.8876549252값 생성
2022-01-03 15:40:50.922178	840712.7157830661값 생성
2022-01-03 15:40:50.922178	419372.6494986055값 생성
2022-01-03 15:40:50.922178	927297.6238812591값 생성
2022-01-03 15:40:50.922178	802213.9289981826값 생성
2022-01-03 15:40:50.922178	228907.7485981994값 생성
2022-01-03 15:40:50.922178	44738.050308477774값 생성
2022-01-03 15:40:50.922178	894660.9430815984값 생성
2022-01-03 15:40:50.922178	73782.22932200573값 생성
2022-01-03 15:40:50.922178	653894.4298259971값 생성
2022-01-03 15:40:50.922178	23022.22955615063값 생성
2022-01-03 15:40:50.922178	507342.90238449664값 생성
2022-01-03 15:40:50.922178	647334.9367538809값 생성
2022-01-03 15:40:50.922178	171722.28160659297값 생성
2022-01-03 15:40:50.922178	96872.31098808558값 생성
2022-01-03 15:40:50.922178	706256.1231078644값 생성
2022-01-03 15:40:50.922178	992360.1587507136값 생성
